Crop,State,District,Season,Year,Area,Production,Yield,Rainfall,Temperature,Humidity,pH,N,P,K,Pesticide_usage
Groundnut,Assam,Jorhat,Kharif,2003,41057.85,81754.39,1.9912,622.79,31.89,,6.03,37.06,49.62,85.18,12.72
Maize,Bihar,Bhagalpur,Zaid,2009,34139.53,172954.27,5.0661,857.24,25.58,,6.72,103.61,58.88,50.29,2.81
Bajra,Punjab,Jalandhar,Kharif,2001,35430.11,,0.9949,584.31,34.05,36.53,5.74,40.76,32.86,20.67,11.61
Sugarcane,Assam,Jorhat,Kharif,2007,15159.48,1131991.72,74.6722,1748.98,24.58,71.32,,101.53,73.47,72.11,19.05
Soybean,Assam,Jorhat,Kharif,2012,13363.23,27077.91,2.0263,640.18,27.88,70.28,6.41,39.7,47.81,42.72,17.98
Maize,Rajasthan,Bikaner,Zaid,2013,42051.7,215275.27,5.1193,988.32,22.58,63.04,6.05,100.44,60.42,52.41,1.24
Sunflower,Bihar,Bhagalpur,Zaid,2007,,49532.45,1.4862,,20.42,50.48,6.93,66.85,41.13,50.38,3.05
Groundnut,Punjab,Ludhiana,Kharif,2004,24427.62,35354.09,1.4473,683.07,33.46,74.7,6.55,25.0,47.95,62.16,7.91
Turmeric,Karnataka,Mysuru,Kharif,2002,27774.63,236739.84,8.5236,2236.41,22.86,71.94,5.84,87.29,56.23,132.23,16.07
Coffee,Maharashtra,Amravati,Whole Year,2003,28892.3,41628.03,1.4408,1557.73,19.13,73.07,6.49,,55.77,81.82,7.22
Onion,Haryana,Faridabad,Zaid,2018,5395.42,98832.76,18.3179,401.99,17.62,62.23,6.02,64.11,52.49,61.32,13.68
Tomato,Telangana,Warangal,Whole Year,2010,5235.87,183041.3,34.9591,855.99,22.2,67.22,6.26,104.71,65.22,83.0,2.31
Cotton,Tamil Nadu,Chennai,Kharif,2000,40537.11,80997.2,1.9981,668.92,34.89,40.72,6.28,71.16,43.72,45.81,15.71
Potato,Uttar Pradesh,Varanasi,Whole Year,2014,9667.09,222720.09,23.039,727.38,23.98,74.81,5.68,96.91,61.07,106.34,15.86
Barley,Haryana,Faridabad,Rabi,2011,4667.51,14221.9,3.047,608.21,16.93,50.03,6.79,76.68,53.63,35.9,15.54
Sugarcane,Telangana,Khammam,Whole Year,2001,6384.67,434308.88,68.0237,1218.04,28.27,72.78,,140.96,50.01,83.15,5.57
Tomato,Madhya Pradesh,Ujjain,Whole Year,2004,29893.37,1286637.55,43.0409,617.81,22.96,76.24,6.92,96.3,71.72,112.82,8.54
Wheat,Gujarat,Vadodara,Rabi,2004,1018.4,4252.53,4.1757,675.47,23.0,43.67,6.64,93.65,59.22,59.86,6.51
Sunflower,Punjab,Patiala,Zaid,2009,821.98,1171.57,1.4253,611.17,22.78,60.25,6.25,69.26,52.12,50.05,8.09
Mustard,Andhra Pradesh,Guntur,Rabi,2019,48324.08,111807.42,2.3137,663.88,16.13,53.28,6.23,61.92,38.38,38.07,0.52
Sugarcane,Tamil Nadu,Tiruchirappalli,Kharif,2006,1607.27,122271.62,76.0741,1011.0,33.0,83.47,6.21,136.77,68.39,99.02,7.28
Bajra,Telangana,Khammam,Kharif,2003,39094.67,,1.3581,444.86,32.86,46.78,6.35,46.24,23.44,36.62,12.23
Tomato,Bihar,Patna,Zaid,2005,,933209.52,37.4965,907.04,29.65,66.15,6.72,82.8,76.32,82.17,15.04
Mustard,Maharashtra,Kolhapur,Rabi,2000,14239.81,32374.21,2.2735,528.16,15.83,61.42,6.85,80.19,44.06,48.01,12.52
Turmeric,Odisha,Sambalpur,Kharif,2018,21707.43,165705.84,7.6336,1428.52,30.07,89.18,5.88,76.5,42.35,131.18,3.27
Groundnut,West Bengal,Durgapur,Kharif,2021,24643.79,41850.08,1.6982,852.4,,70.91,5.7,28.11,36.99,82.5,4.96
Tea,Gujarat,Vadodara,Whole Year,2015,8793.74,20679.36,2.3516,1994.16,17.46,75.46,4.67,125.83,34.45,44.25,4.43
Sunflower,Tamil Nadu,Madurai,Rabi,2011,,7386.7,1.7731,603.06,29.2,62.54,6.08,65.66,54.91,46.57,2.42
Onion,Punjab,Ludhiana,Zaid,2004,39283.91,926648.51,23.5885,458.84,23.39,59.92,7.32,86.73,40.16,94.61,13.19
Mustard,Bihar,Patna,Rabi,2021,3356.19,7220.17,2.1513,529.05,19.23,51.77,7.27,70.64,38.48,39.09,13.2
Barley,Odisha,Sambalpur,Rabi,2002,10017.51,30590.47,3.0537,400.96,23.31,55.04,6.83,87.55,48.67,53.97,16.5
Ginger,Rajasthan,Ajmer,Kharif,2016,40870.98,590082.95,14.4377,1997.57,20.24,85.37,5.83,86.01,56.89,94.06,6.88
Potato,Maharashtra,Nashik,Rabi,2008,48489.44,1418471.29,29.2532,766.67,19.09,78.1,5.41,86.46,83.13,139.62,7.31
Groundnut,Telangana,Khammam,Zaid,2004,40407.65,84043.87,2.0799,718.56,30.91,65.56,5.75,,46.81,68.61,5.91
Ginger,Andhra Pradesh,Vijayawada,Kharif,2014,45809.9,576224.41,12.5786,2728.15,21.68,76.93,6.1,69.96,47.24,89.29,8.39
Chickpea,Punjab,Patiala,Rabi,2005,22338.0,29798.89,1.334,307.93,19.75,69.52,6.22,19.19,57.31,25.83,1.11
Chickpea,Maharashtra,Aurangabad,Rabi,2019,34008.39,,1.4285,349.47,19.31,61.86,6.36,18.83,44.52,25.71,16.79
Sunflower,Bihar,Darbhanga,Zaid,2001,27338.6,39482.41,1.4442,632.0,30.68,40.69,6.94,79.07,54.83,43.38,11.25
Cotton,West Bengal,Siliguri,Kharif,2014,34140.71,69698.26,2.0415,840.0,21.17,43.88,7.34,71.14,26.38,41.65,1.74
Ginger,Madhya Pradesh,Jabalpur,Kharif,2005,38011.89,587929.9,15.467,1532.12,26.63,77.32,6.21,,46.13,96.24,12.75
Tomato,Bihar,Muzaffarpur,Whole Year,2023,1017.97,39083.23,38.3933,627.15,24.1,77.05,6.38,,67.21,92.36,18.22
Sugarcane,Bihar,Patna,Whole Year,2020,35855.28,2884815.43,80.4572,1957.31,34.21,82.06,6.15,132.81,65.99,71.75,4.55
Mustard,Tamil Nadu,Salem,Rabi,2014,20224.02,,2.0044,658.34,11.55,68.77,7.45,84.28,30.3,42.49,
Maize,Rajasthan,Jaipur,Kharif,2001,16002.64,66068.5,4.1286,724.29,20.18,71.71,6.82,82.73,,59.05,8.41
Sunflower,Maharashtra,Nashik,Zaid,2012,24144.0,39528.56,1.6372,760.22,30.1,59.53,5.9,80.67,56.48,49.69,17.37
Potato,West Bengal,Howrah,Whole Year,2001,38239.17,1107991.42,28.9753,751.58,15.93,84.22,5.32,126.71,96.6,106.87,4.35
Tomato,Maharashtra,Kolhapur,Zaid,2004,7391.74,272927.43,36.9233,668.29,26.73,62.64,6.52,88.37,72.02,117.59,10.96
Mustard,Karnataka,Hubli,Rabi,2022,17346.77,37422.19,2.1573,472.44,10.49,,6.81,85.77,32.65,36.99,6.82
Wheat,Karnataka,Belagavi,Rabi,2023,28811.63,77099.92,2.676,710.45,20.34,59.49,7.35,,40.45,51.42,9.46
Tomato,Uttar Pradesh,Varanasi,Whole Year,2015,34496.31,1176458.71,34.1039,747.11,24.56,69.83,6.48,92.94,64.46,,12.17
Tomato,Odisha,Cuttack,Whole Year,2011,25877.37,1029797.7,39.7953,641.44,28.82,65.54,6.38,91.65,77.46,108.97,7.07
Groundnut,Haryana,Gurugram,Zaid,2022,12958.87,24296.59,1.8749,870.18,27.98,54.74,6.42,15.23,,79.45,11.49
Soybean,Andhra Pradesh,Kakinada,Kharif,2018,41469.12,110054.9,2.6539,1068.44,26.66,61.76,6.07,32.66,58.52,59.93,11.68
Mustard,Karnataka,Mangaluru,Rabi,2023,16178.66,32737.52,2.0235,,24.58,59.68,6.74,53.52,35.99,46.77,6.27
Cotton,West Bengal,Asansol,Kharif,2012,49279.01,100317.28,2.0357,776.85,33.19,40.96,7.32,75.9,33.33,46.77,1.9
Tomato,Gujarat,Mehsana,Whole Year,2010,10600.63,402876.94,38.005,790.32,27.14,76.31,7.0,112.06,88.39,89.3,5.83
Maize,Odisha,Sambalpur,Kharif,2011,25376.59,106622.28,4.2016,616.64,28.77,79.32,6.4,86.55,66.68,61.31,6.63
Cotton,Haryana,Faridabad,Kharif,2010,39417.13,,2.2103,937.01,33.17,63.96,6.24,93.94,27.55,48.1,12.39
Maize,Telangana,Khammam,Zaid,2008,3878.27,14559.8,3.7542,861.39,25.04,75.54,5.82,86.15,42.45,49.57,8.85
Tomato,Uttar Pradesh,Agra,Whole Year,2013,22437.35,1003449.9,44.7223,823.84,26.36,74.4,6.62,118.72,73.92,105.65,10.53
Maize,Bihar,Darbhanga,Kharif,2021,10540.8,35400.22,3.3584,827.29,24.0,62.62,6.38,89.27,41.49,45.64,11.65
Mustard,Uttar Pradesh,Lucknow,Rabi,2012,3997.45,7836.2,1.9603,332.12,15.2,41.95,6.75,57.92,36.71,45.92,12.42
Tomato,West Bengal,Asansol,Zaid,2000,48451.3,1733970.28,35.7879,891.48,22.08,76.07,6.57,106.93,,85.47,12.45
Tea,Haryana,Ambala,Whole Year,2003,35876.81,84400.2,2.3525,1723.02,22.09,81.97,5.2,102.26,30.1,73.59,0.87
Onion,Madhya Pradesh,Jabalpur,Rabi,2020,26030.78,560710.81,21.5403,314.76,17.99,55.95,6.5,81.2,61.21,72.94,18.9
Cotton,Andhra Pradesh,Guntur,Kharif,2004,17264.51,32769.77,1.8981,571.91,24.4,44.34,6.57,75.31,41.36,29.86,18.78
Tomato,Uttar Pradesh,Bareilly,Zaid,2006,511.52,22626.93,44.2347,712.28,26.54,77.64,6.14,117.82,76.44,108.1,2.98
Ginger,Haryana,Hisar,Kharif,2002,33948.12,566380.25,16.6837,2478.04,21.19,81.47,5.89,68.55,53.34,114.48,7.2
Tea,Andhra Pradesh,Guntur,Whole Year,2000,,737.87,2.0409,1743.98,20.82,75.26,4.98,89.47,28.68,66.72,17.97
Groundnut,Haryana,Hisar,Zaid,2005,10200.69,12050.08,1.1813,591.97,32.5,67.82,6.37,16.91,44.85,62.31,11.64
Jowar,Andhra Pradesh,Kakinada,Kharif,2008,7672.12,12279.23,1.6005,684.33,34.62,59.11,6.66,68.33,47.13,29.71,14.47
Rice,Maharashtra,Pune,Kharif,2005,25778.13,137240.19,5.3239,1907.5,28.09,85.63,6.73,113.2,59.04,50.02,
Potato,Andhra Pradesh,Kurnool,Rabi,2004,22157.73,737688.44,33.2926,789.6,23.04,80.05,5.93,120.91,97.36,111.47,0.86
Turmeric,Tamil Nadu,Coimbatore,Kharif,2002,21602.65,191794.81,8.8783,2414.45,33.62,85.36,6.35,99.75,55.42,128.93,10.78
Tomato,Uttar Pradesh,Varanasi,Zaid,2003,46137.8,1513301.38,32.7996,634.84,28.82,66.34,6.64,102.29,75.8,97.43,12.34
Tea,Andhra Pradesh,Visakhapatnam,Whole Year,2009,1457.99,3592.34,2.4639,2636.72,26.54,85.56,4.53,138.24,29.35,46.47,
Groundnut,Gujarat,Rajkot,Zaid,2012,11491.57,18727.81,1.6297,722.3,28.17,52.77,6.44,25.5,49.19,69.56,18.36
Barley,Uttar Pradesh,Kanpur,Rabi,2021,,134027.16,3.3369,776.26,18.24,56.97,6.85,82.39,37.4,48.07,4.49
Onion,Rajasthan,Jaipur,Rabi,2021,5102.7,117002.87,22.9296,501.73,25.08,68.73,6.85,75.22,55.44,98.52,3.05
Tomato,Karnataka,Mangaluru,Zaid,2007,3770.27,160473.62,42.5629,932.02,27.25,66.05,6.75,107.99,81.9,113.75,7.2
Mustard,Telangana,Khammam,Rabi,2022,7297.36,,1.7903,443.11,19.95,52.83,7.41,62.16,39.68,40.78,5.59
Mustard,Haryana,Ambala,Rabi,2004,21720.28,48140.83,2.2164,261.11,11.56,67.94,6.77,74.32,46.9,48.36,19.81
Onion,Assam,Guwahati,Zaid,2016,43963.7,1088303.81,24.7546,576.16,26.87,56.59,6.18,89.03,54.17,90.13,9.67
Tea,Madhya Pradesh,Gwalior,Whole Year,2019,46675.81,,2.4053,2206.17,24.96,76.59,5.46,137.3,21.02,75.58,12.35
Tomato,Andhra Pradesh,Kurnool,Whole Year,2019,45320.99,1853320.31,40.8932,1196.99,23.05,65.39,6.12,101.55,65.05,98.07,12.14
Ginger,Karnataka,Hubli,Kharif,2002,16875.36,273146.26,16.1861,2834.02,25.11,84.5,5.73,71.02,48.88,83.66,10.32
Onion,West Bengal,Durgapur,Zaid,2005,41227.42,825438.91,20.0216,381.18,22.69,62.57,6.76,64.39,56.45,81.38,7.51
Mustard,Haryana,Gurugram,Rabi,2003,46541.12,89005.24,1.9124,312.37,13.13,56.61,7.36,61.6,38.76,33.73,6.86
Wheat,Karnataka,Bengaluru,Rabi,2015,,143189.09,3.5222,996.38,12.72,45.23,6.05,93.93,56.68,52.09,19.79
Ginger,Odisha,Bhubaneswar,Kharif,2014,25992.82,357669.0,13.7603,2591.97,20.16,85.93,5.52,60.49,55.62,87.92,
Barley,Tamil Nadu,Coimbatore,Rabi,2007,29040.44,74651.36,2.5706,361.99,21.91,44.93,7.13,72.66,39.42,43.17,7.75
Tomato,Odisha,Bhubaneswar,Whole Year,2017,28779.22,1091097.93,37.9127,875.65,29.63,64.28,6.65,108.81,72.18,85.71,19.66
Potato,Karnataka,Belagavi,Rabi,2023,27329.26,833198.08,30.4874,958.81,,65.86,5.54,114.25,,139.67,13.6
Sunflower,Odisha,Sambalpur,Rabi,2021,10614.45,14141.63,1.3323,555.97,28.67,60.13,7.16,60.14,43.14,51.86,17.41
Turmeric,Assam,Jorhat,Kharif,2007,15727.41,132143.27,8.4021,2169.86,22.74,,5.93,81.6,,111.55,7.74
Wheat,Punjab,Bathinda,Rabi,2009,8353.22,27360.97,3.2755,874.8,17.88,57.27,6.84,69.43,48.04,46.72,8.28
Mustard,Haryana,Ambala,Rabi,2000,17445.72,32370.53,1.8555,313.11,10.82,52.06,5.89,,39.11,47.29,13.91
Rice,Tamil Nadu,Coimbatore,Kharif,2001,9043.41,33623.4,3.718,1076.58,22.04,87.64,5.67,84.44,51.04,52.41,11.89
Sunflower,Haryana,Ambala,Zaid,2011,38165.7,56034.88,1.4682,548.72,28.47,57.53,5.88,84.28,,42.86,16.04
Coffee,Madhya Pradesh,Indore,Whole Year,2017,519.58,1002.17,1.9288,2132.44,27.22,80.26,6.34,97.13,66.67,106.7,6.81
Maize,Gujarat,Surat,Zaid,2016,40123.48,179805.35,4.4813,725.03,20.72,53.17,6.47,82.15,67.24,66.13,12.22
Sunflower,Uttar Pradesh,Agra,Rabi,2012,15350.84,25465.51,1.6589,458.39,27.58,49.8,6.12,97.37,47.65,44.4,5.88
Ginger,Punjab,Ludhiana,Kharif,2005,24466.65,338882.68,13.8508,1983.89,29.63,79.18,5.82,86.19,50.87,106.49,6.28
Sunflower,Rajasthan,Bikaner,Zaid,2010,30199.06,54744.86,1.8128,787.57,26.67,68.0,6.95,83.76,40.25,46.85,1.05
Potato,Karnataka,Mangaluru,Whole Year,2010,26957.04,763045.97,28.306,902.8,17.73,72.22,5.12,108.13,99.85,105.22,7.36
Tomato,Maharashtra,Nashik,Whole Year,2012,41404.49,1744309.06,42.1285,840.75,22.58,79.82,6.81,95.45,70.45,97.29,5.72
Groundnut,Bihar,Gaya,Kharif,2022,18916.88,25076.22,1.3256,589.13,30.66,51.97,6.96,23.24,36.94,72.47,18.76
Tea,Tamil Nadu,Tiruchirappalli,Whole Year,2015,11133.32,17238.83,1.5484,2255.82,27.91,83.71,5.02,82.97,21.99,52.96,14.06
Potato,West Bengal,Howrah,Whole Year,2020,39281.46,1066597.7,27.1527,757.12,15.79,65.69,6.41,86.04,87.15,137.27,5.52
Coffee,Gujarat,Surat,Whole Year,2009,4732.68,7124.58,1.5054,1620.23,24.17,83.52,5.94,122.42,42.47,80.01,1.4
Mustard,Punjab,Jalandhar,Rabi,2005,23291.22,49125.84,2.1092,501.77,10.33,58.85,6.59,75.4,33.2,47.86,14.18
Tomato,Telangana,Nizamabad,Whole Year,2006,13370.7,479414.47,35.8556,770.41,28.46,79.62,6.12,85.36,72.3,103.61,0.85
Sunflower,Madhya Pradesh,Jabalpur,Rabi,2005,32976.03,44649.54,1.354,527.27,25.81,65.14,6.34,61.62,40.3,43.99,7.84
Barley,Telangana,Hyderabad,Rabi,2005,18190.6,54557.25,2.9992,752.65,12.86,50.83,6.55,80.81,41.88,43.61,19.29
Tomato,Gujarat,Surat,Zaid,2014,36857.92,1575830.88,42.7542,1181.73,28.21,73.97,6.2,108.64,76.02,99.71,16.49
Sugarcane,Odisha,Bhubaneswar,Whole Year,2008,11179.45,,78.4531,1408.11,31.41,79.36,6.93,153.58,70.76,74.22,
Onion,Uttar Pradesh,Lucknow,Rabi,2004,45252.77,1029486.94,22.7497,372.88,18.17,55.81,7.3,80.71,59.45,70.14,15.85
Barley,Odisha,Rourkela,Rabi,2008,18529.74,55207.51,2.9794,574.33,15.19,57.94,6.13,70.97,46.24,47.03,4.37
Tomato,Rajasthan,Kota,Whole Year,2017,49710.98,2206039.07,44.3773,982.76,25.66,71.38,6.5,94.3,,115.53,16.25
Wheat,Karnataka,Hubli,Rabi,2019,37297.74,128367.63,3.4417,922.6,13.16,40.5,7.41,64.68,58.47,58.87,7.21
Coffee,Maharashtra,Aurangabad,Whole Year,2003,33737.99,44453.18,1.3176,1611.51,19.2,82.08,5.54,97.27,56.41,,19.48
Wheat,Uttar Pradesh,Kanpur,Rabi,2008,29970.15,126360.15,4.2162,,23.33,64.21,6.31,,52.03,59.04,3.55
Groundnut,Haryana,Gurugram,Zaid,2021,22445.67,37010.67,1.6489,843.51,,71.5,6.28,22.28,45.33,72.29,10.44
Potato,Bihar,Muzaffarpur,Whole Year,2013,,127308.06,30.883,667.38,18.56,69.6,6.18,117.62,94.78,149.34,3.23
Turmeric,Gujarat,Rajkot,Kharif,2001,33434.74,264485.51,7.9105,2257.13,22.56,74.79,5.79,80.29,58.09,,14.2
Wheat,West Bengal,Howrah,Rabi,2018,38844.46,113876.42,2.9316,657.76,20.53,60.74,,69.58,48.58,43.03,6.52
Onion,Rajasthan,Bikaner,Zaid,2012,37532.27,1026811.6,27.3581,472.01,19.21,66.35,7.4,96.26,53.14,74.42,2.96
Tomato,Punjab,Jalandhar,Whole Year,2016,43274.96,1664065.02,38.4533,663.38,25.87,,6.15,116.02,75.43,81.0,15.56
Coffee,Telangana,Khammam,Whole Year,2021,26465.7,42615.07,1.6102,1536.55,24.98,72.9,6.4,100.69,63.52,89.48,15.53
Onion,Bihar,Gaya,Rabi,2016,23895.15,577254.25,24.1578,,25.4,73.79,6.82,71.65,68.35,66.48,10.93
Onion,Haryana,Gurugram,Zaid,2013,6501.04,163212.51,25.1056,530.25,24.63,51.59,7.45,79.3,44.74,87.75,
Sunflower,Maharashtra,Aurangabad,Rabi,2008,,39863.63,1.3472,496.86,22.35,57.67,6.67,77.58,45.69,46.61,14.83
Groundnut,Haryana,Faridabad,Zaid,2012,47452.88,65489.72,1.3801,552.47,,70.52,5.89,24.06,44.69,70.53,6.02
Jowar,Maharashtra,Aurangabad,Kharif,2017,49503.77,73107.17,1.4768,555.97,27.34,52.7,7.05,64.77,34.15,45.69,1.34
Coffee,Tamil Nadu,Chennai,Whole Year,2018,30375.9,39923.05,1.3143,1670.6,18.57,82.38,6.17,110.26,,93.33,3.74
Barley,Odisha,Rourkela,Rabi,2008,24569.51,77406.24,3.1505,789.76,13.15,59.67,6.57,79.32,35.92,50.57,3.31
Wheat,Karnataka,Mangaluru,Rabi,2020,28169.01,100715.48,3.5754,407.37,17.31,55.13,6.44,83.19,50.86,59.62,10.74
Sugarcane,Assam,Dibrugarh,Whole Year,2006,33682.74,2676679.77,79.4674,1540.64,33.65,85.72,6.8,124.94,74.64,99.18,1.83
Tomato,Rajasthan,Bikaner,Zaid,2004,33708.85,,41.324,978.32,24.08,75.26,6.12,107.17,63.28,87.67,4.23
Tomato,Bihar,Patna,Zaid,2021,20476.33,552062.33,26.961,946.08,28.64,65.2,6.03,,61.11,83.8,14.32
Tea,Karnataka,Mysuru,Whole Year,2020,29528.77,56990.53,1.93,1644.37,23.88,80.23,4.61,108.71,30.86,40.32,6.91
Groundnut,Rajasthan,Jodhpur,Zaid,2012,1448.76,2308.02,1.5931,683.79,27.98,73.25,6.59,15.01,,69.45,7.7
Onion,Telangana,Warangal,Rabi,2023,34733.71,836439.84,24.0815,537.41,22.62,50.49,6.32,95.56,41.31,76.69,1.71
Soybean,Madhya Pradesh,Gwalior,Kharif,2021,12101.14,22833.64,1.8869,605.84,25.95,69.75,6.25,45.1,42.44,47.1,14.87
Barley,Tamil Nadu,Madurai,Rabi,2001,34798.73,112580.85,3.2352,572.49,15.96,55.33,7.07,87.79,50.47,51.63,13.67
Soybean,Haryana,Faridabad,Kharif,2002,34896.19,92583.08,2.6531,799.23,27.94,52.09,6.66,46.2,46.2,56.61,13.7
Tomato,Karnataka,Belagavi,Zaid,2006,22485.75,839514.47,37.3354,633.08,23.59,65.95,6.39,101.13,67.91,119.42,18.4
Groundnut,Tamil Nadu,Chennai,Zaid,2021,42752.96,60961.45,1.4259,612.19,27.6,57.24,5.78,28.04,36.23,73.48,7.05
Chickpea,Punjab,Bathinda,Rabi,2003,23185.7,36958.01,1.594,386.96,17.73,51.29,7.23,19.1,47.84,34.54,12.66
Potato,Tamil Nadu,Salem,Rabi,2005,2223.38,55652.76,25.0307,567.05,16.25,65.94,6.28,99.95,80.88,125.78,18.98
Coffee,Madhya Pradesh,Ujjain,Whole Year,2005,1546.68,2688.13,1.738,1686.42,18.02,72.18,6.12,123.54,67.34,82.82,1.37
Mustard,Madhya Pradesh,Indore,Rabi,2015,46475.92,106843.49,2.2989,394.44,21.35,63.54,,78.65,45.52,45.02,10.97
Coffee,Madhya Pradesh,Bhopal,Whole Year,2013,29572.71,52491.56,1.775,2215.66,24.63,81.49,6.49,87.46,,106.88,4.36
Coffee,Punjab,Patiala,Whole Year,2022,42165.32,,1.2634,2242.43,19.54,73.64,6.38,90.56,49.12,92.12,14.26
Tomato,Gujarat,Vadodara,Zaid,2020,33399.39,1247463.88,37.3499,1050.0,28.03,67.49,6.16,,88.55,87.55,3.74
Sunflower,Assam,Silchar,Rabi,2020,22303.1,34326.7,1.5391,,27.13,69.79,7.25,60.12,54.22,51.3,19.1
Bajra,Bihar,Darbhanga,Kharif,2000,11827.72,15611.41,1.3199,365.42,37.05,32.73,6.18,79.13,37.46,22.15,14.61
Maize,Madhya Pradesh,Jabalpur,Zaid,2015,12543.65,61391.13,4.8942,,24.22,69.5,6.7,103.04,56.33,66.22,18.78
Coffee,Maharashtra,Nagpur,Whole Year,2014,3951.35,8449.57,2.1384,2064.96,19.93,84.16,5.78,121.97,56.16,85.18,
Sunflower,West Bengal,Howrah,Zaid,2016,24333.29,41904.36,1.7221,431.22,30.85,68.12,6.81,83.73,55.8,56.98,4.14
Sugarcane,Gujarat,Mehsana,Kharif,2020,30390.37,2482561.97,81.6891,1206.0,33.87,68.72,7.03,128.99,78.38,81.87,6.35
Tomato,Andhra Pradesh,Vijayawada,Whole Year,2013,38093.35,1277186.22,33.5278,1148.93,27.56,69.01,6.98,101.08,68.86,98.87,16.0
Rice,Maharashtra,Nashik,Kharif,2022,,169207.03,4.4309,1847.39,28.35,71.25,6.38,101.42,47.84,55.74,6.36
Tomato,Haryana,Hisar,Whole Year,2004,6232.91,215416.85,34.5612,1037.75,20.57,71.84,6.77,87.54,84.52,81.34,5.01
Maize,West Bengal,Durgapur,Kharif,2014,6809.86,26574.12,3.9023,1089.25,29.37,55.81,6.71,98.45,58.74,42.15,6.61
Coffee,Punjab,Ludhiana,Whole Year,2016,29429.66,,2.1605,2428.76,22.71,89.93,5.66,125.21,49.88,104.42,14.32
Onion,Karnataka,Hubli,Rabi,2003,18580.53,,25.7803,656.06,20.93,51.19,7.09,,68.75,64.72,2.47
Turmeric,Odisha,Bhubaneswar,Kharif,2001,34707.68,250915.7,7.2294,1674.81,20.68,87.52,6.93,89.43,45.48,101.35,14.84
Tea,Madhya Pradesh,Bhopal,Whole Year,2012,1955.51,5331.89,2.7266,2845.56,26.53,77.83,4.99,111.47,36.28,53.76,1.0
Wheat,Haryana,Faridabad,Rabi,2000,20289.68,62930.47,3.1016,626.9,14.39,51.65,6.75,79.68,50.99,44.79,3.88
Barley,Rajasthan,Jodhpur,Rabi,2016,32183.26,86434.58,2.6857,500.74,22.71,42.5,6.21,56.98,51.79,53.28,6.66
Tea,Karnataka,Belagavi,Whole Year,2015,41360.43,84458.0,2.042,1889.76,,80.59,4.97,100.48,23.25,59.01,2.7
Potato,Andhra Pradesh,Kurnool,Rabi,2001,22433.43,651926.69,29.0605,508.43,19.85,69.13,5.97,129.31,85.35,117.7,11.87
Wheat,Bihar,Muzaffarpur,Rabi,2009,44920.64,160838.35,3.5805,909.09,24.09,41.67,7.05,93.32,40.64,42.78,7.63
Onion,West Bengal,Howrah,Zaid,2015,24832.0,491469.98,19.7918,314.65,26.44,70.63,6.55,78.11,65.44,71.79,4.12
Wheat,Rajasthan,Ajmer,Rabi,2011,4384.53,17136.94,3.9085,803.92,17.31,45.25,6.15,83.92,40.54,52.58,6.61
Sunflower,Madhya Pradesh,Bhopal,Rabi,2011,17235.98,28975.41,1.6811,548.77,30.88,42.62,6.5,93.69,55.69,59.67,9.57
Sugarcane,Maharashtra,Amravati,Whole Year,2011,20890.8,1854534.81,88.7728,1281.47,27.01,67.52,6.72,154.59,78.82,76.81,10.51
Groundnut,Punjab,Patiala,Kharif,2018,22804.05,37585.64,1.6482,776.26,27.61,70.36,6.73,17.67,31.72,68.45,9.41
Sugarcane,Madhya Pradesh,Jabalpur,Whole Year,2006,3322.08,292546.35,88.0612,1506.02,28.24,75.32,6.89,157.21,69.38,85.93,1.67
Sunflower,Assam,Guwahati,Zaid,2000,2947.9,3742.36,1.2695,743.46,28.37,69.88,5.83,62.22,40.23,40.76,17.06
Sunflower,Gujarat,Surat,Rabi,2010,42994.91,69067.02,1.6064,582.25,22.75,61.64,7.45,87.54,57.51,42.1,16.4
Onion,Tamil Nadu,Tiruchirappalli,Zaid,2012,23362.21,514375.12,22.0174,498.33,27.07,52.12,6.1,83.67,49.71,88.64,18.15
Tea,Punjab,Patiala,Whole Year,2014,46889.99,112948.61,2.4088,2367.23,20.13,,5.28,126.31,35.29,76.48,15.49
Turmeric,Madhya Pradesh,Ujjain,Kharif,2019,49860.6,362371.88,7.2677,1440.02,22.8,86.45,5.73,73.14,42.33,101.08,17.32
Groundnut,Punjab,Patiala,Kharif,2014,30613.75,48758.52,1.5927,689.76,28.46,71.3,,18.99,37.8,62.57,5.96
Mustard,Gujarat,Ahmedabad,Rabi,2019,,,1.9903,699.01,12.61,,7.33,79.73,32.09,41.71,12.71
Tomato,Assam,Jorhat,Zaid,2014,42780.56,1904261.12,44.5123,946.87,25.12,79.51,6.21,109.81,79.27,117.27,3.27
Mustard,Maharashtra,Nagpur,Rabi,2013,45417.81,110619.62,2.4356,520.56,17.26,66.44,7.49,79.89,48.83,38.47,18.69
Tea,Gujarat,Surat,Whole Year,2018,7027.19,14908.89,2.1216,2000.33,20.88,75.95,5.12,91.48,27.27,63.67,13.31
Groundnut,Uttar Pradesh,Agra,Zaid,2003,25201.98,,1.5601,486.41,31.81,67.38,5.82,16.34,44.7,75.35,16.03
Groundnut,Tamil Nadu,Tiruchirappalli,Zaid,2014,20865.22,41448.76,1.9865,717.17,26.84,57.12,6.87,37.22,37.03,79.02,4.08
Tomato,Maharashtra,Nashik,Whole Year,2016,40292.34,1389175.12,34.4774,748.14,20.24,,6.8,108.92,83.63,95.2,17.84
