temperature,rainfall,humidity,soil_pH,nitrogen,phosphorus,potassium,solar_radiation,wind_speed,soil_moisture,crop_type,yield,yield_category,crop_name
26.38,995.56,100.0,6.68,90.21,19.6,101.17,21.98,6.17,53.41,0,8.46,High,Rice
28.59,602.49,67.7,7.04,117.9,81.82,104.62,14.47,1.45,19.05,6,8.459,High,Barley
23.5,710.14,60.91,6.63,143.2,65.0,99.6,18.36,3.42,18.73,5,8.722,High,Sugarcane
12.37,956.8,52.46,6.78,146.79,78.48,99.82,22.66,3.09,54.5,1,7.154,Low,Wheat
26.19,989.17,81.46,6.23,82.24,48.99,94.23,21.7,4.15,52.32,5,7.882,Medium,Sugarcane
35.54,543.23,78.01,6.9,80.41,24.63,83.29,18.14,3.82,47.05,3,7.671,Medium,Soybean
32.56,1216.2,57.54,7.69,83.33,71.69,75.62,16.55,2.97,31.8,0,7.493,Medium,Rice
32.79,1071.6,73.65,7.06,115.55,41.18,110.26,21.79,2.84,56.16,0,7.742,Medium,Rice
34.42,688.58,42.37,7.15,111.59,32.23,70.66,20.7,1.83,55.2,4,7.296,Low,Cotton
27.53,438.72,67.77,6.74,81.99,33.63,89.25,15.53,4.98,46.28,3,8.623,High,Soybean
28.18,856.53,71.79,5.3,130.78,72.02,59.9,14.82,4.19,27.34,0,7.761,Medium,Rice
23.29,766.22,90.61,5.66,210.5,62.79,63.52,9.71,4.88,38.62,3,7.803,Medium,Soybean
25.1,933.94,53.44,6.86,99.81,75.65,74.1,18.62,3.03,57.57,1,8.914,High,Wheat
30.69,791.07,45.82,6.49,102.66,73.38,59.9,17.67,2.51,64.91,2,8.189,High,Maize
34.22,297.76,51.57,6.85,142.39,51.58,99.95,22.54,1.88,40.1,0,7.218,Low,Rice
26.16,783.5,44.95,7.84,97.65,58.59,46.3,19.44,4.04,41.25,4,8.681,High,Cotton
24.3,808.31,85.05,7.08,146.76,49.77,82.48,23.34,1.94,42.57,1,8.207,High,Wheat
27.0,1090.1,88.23,7.51,91.26,55.79,83.31,15.21,6.27,49.12,6,8.061,Medium,Barley
30.61,690.54,69.8,6.58,193.28,40.65,34.73,22.55,1.54,36.28,3,8.576,High,Soybean
18.34,1403.6,83.32,5.85,133.79,67.81,68.97,15.88,3.91,10.0,6,6.528,Low,Barley
13.22,326.51,67.01,6.45,95.2,81.5,86.39,21.11,5.85,62.89,5,6.166,Low,Sugarcane
23.7,1293.35,63.57,5.86,96.45,43.67,90.72,12.16,4.4,71.92,1,6.972,Low,Wheat
19.68,832.7,60.0,7.75,99.45,85.63,74.89,18.94,3.76,35.81,6,7.133,Low,Barley
23.95,1157.88,60.34,7.13,174.91,62.27,96.92,10.06,2.05,29.0,7,7.471,Medium,Millet
26.11,923.94,41.78,6.92,69.25,64.82,77.27,16.93,1.43,42.94,7,8.332,High,Millet
24.28,1241.87,68.96,7.49,93.28,26.01,80.34,19.76,4.66,42.19,0,8.213,High,Rice
35.71,783.79,64.39,4.88,97.53,23.85,86.29,15.92,5.76,59.93,3,6.949,Low,Soybean
28.96,570.41,76.18,6.97,119.37,62.88,103.17,13.8,2.84,45.82,2,8.207,High,Maize
28.8,1326.15,66.4,5.45,109.16,75.79,63.11,21.38,1.79,33.11,1,7.66,Medium,Wheat
30.73,865.96,62.56,6.49,60.35,46.57,67.83,17.59,0.5,25.22,0,8.121,Medium,Rice
20.17,966.47,51.93,6.25,104.01,93.4,63.28,16.04,2.03,57.98,4,8.82,High,Cotton
33.23,1270.43,66.08,7.03,116.02,74.7,71.7,18.17,3.33,53.99,5,8.393,High,Sugarcane
26.55,590.41,76.07,6.68,94.88,41.83,115.66,28.0,5.9,60.91,3,8.028,Medium,Soybean
31.02,1078.65,47.85,7.58,147.47,60.62,94.32,22.61,4.51,30.48,1,7.999,Medium,Wheat
20.57,723.03,66.31,6.02,156.78,109.54,51.72,22.65,3.96,72.58,7,7.65,Medium,Millet
17.68,860.35,68.5,7.07,116.86,35.15,64.99,19.74,2.9,18.84,1,7.917,Medium,Wheat
31.91,921.68,54.23,6.63,129.22,70.57,89.32,18.67,2.63,55.64,2,8.518,High,Maize
29.26,449.93,56.18,5.19,33.56,53.55,57.34,8.42,5.61,16.36,7,5.597,Low,Millet
21.59,666.35,68.46,5.77,103.16,74.14,61.87,15.28,3.8,33.15,2,7.814,Medium,Maize
21.78,1305.32,48.0,6.38,160.19,85.35,113.62,16.08,0.5,68.42,4,7.86,Medium,Cotton
33.75,1165.86,70.25,7.39,103.06,52.28,64.67,10.5,2.49,57.47,5,6.765,Low,Sugarcane
19.86,881.21,51.57,6.87,90.51,82.38,103.87,13.37,2.21,36.81,4,8.063,Medium,Cotton
36.86,972.94,80.94,5.57,211.11,104.42,111.38,10.08,2.68,37.22,0,6.753,Low,Rice
21.6,811.73,100.0,6.39,192.76,61.33,61.66,17.85,4.34,46.51,0,8.524,High,Rice
30.83,1306.98,52.09,8.11,138.7,75.7,57.75,21.28,3.34,52.71,4,6.695,Low,Cotton
25.03,839.89,73.01,6.59,165.56,48.19,73.1,22.43,3.38,63.77,5,8.143,High,Sugarcane
30.62,969.55,54.1,6.24,30.96,60.39,52.78,19.66,5.47,38.16,4,8.995,High,Cotton
23.74,1243.81,80.61,6.89,88.5,56.47,83.03,14.15,2.46,20.82,5,7.909,Medium,Sugarcane
26.02,666.79,46.02,7.11,101.2,75.94,74.86,10.27,6.3,47.35,5,8.013,Medium,Sugarcane
27.25,1367.64,72.21,6.14,110.56,84.09,89.01,10.97,2.49,38.14,6,7.809,Medium,Barley
20.99,440.86,51.91,6.9,100.4,57.81,114.92,12.92,3.63,25.49,7,6.852,Low,Millet
31.44,1388.89,61.9,6.24,20.0,90.67,100.44,14.44,3.08,49.47,3,7.505,Medium,Soybean
23.92,788.2,49.53,7.08,135.44,90.6,92.23,17.36,3.69,41.8,5,8.765,High,Sugarcane
25.63,827.19,77.34,6.64,141.75,76.94,30.85,13.94,4.17,49.6,2,8.235,High,Maize
21.03,333.0,52.45,6.89,184.08,49.68,91.08,19.36,4.15,31.58,5,7.48,Medium,Sugarcane
11.63,763.56,73.28,5.89,88.47,47.76,123.07,17.07,2.37,52.3,5,7.275,Low,Sugarcane
25.85,588.06,59.84,5.84,85.19,43.75,15.0,18.04,1.82,25.24,5,7.535,Medium,Sugarcane
41.48,717.71,63.28,7.26,20.0,78.98,97.23,22.56,7.25,32.58,6,7.273,Low,Barley
31.71,858.81,67.22,6.44,108.26,35.76,76.02,13.28,2.77,41.36,7,8.662,High,Millet
26.88,1187.34,53.57,6.73,156.04,73.54,58.76,19.67,4.55,71.13,6,8.393,High,Barley
25.42,962.28,68.16,6.25,95.53,38.38,100.03,17.94,1.09,56.77,0,8.732,High,Rice
27.13,992.3,87.96,7.22,205.74,76.47,122.74,16.67,3.08,61.16,6,8.69,High,Barley
30.28,571.34,53.33,6.01,109.74,60.34,99.38,21.54,3.31,66.26,2,8.001,Medium,Maize
19.92,635.77,82.58,6.39,125.88,86.67,70.72,21.52,4.21,90.0,2,7.07,Low,Maize
33.69,1439.62,87.47,7.13,65.48,82.83,56.41,14.21,0.5,45.62,6,7.452,Low,Barley
31.29,679.44,52.76,7.44,131.49,88.7,83.62,17.27,3.75,66.31,7,7.894,Medium,Millet
31.31,1396.86,43.17,6.08,40.83,89.22,101.83,19.12,1.78,60.19,4,7.262,Low,Cotton
29.63,827.08,69.53,8.07,147.75,62.87,70.32,16.91,3.99,59.94,3,8.313,High,Soybean
27.12,900.69,56.79,6.75,148.98,36.82,72.74,20.34,1.95,71.61,7,7.964,Medium,Millet
31.04,1221.11,93.03,5.67,174.37,38.95,150.55,19.12,2.22,38.71,6,8.315,High,Barley
30.55,1281.57,65.52,6.8,79.2,18.26,106.97,25.33,3.09,37.52,5,7.056,Low,Sugarcane
24.88,866.76,52.97,6.19,126.42,38.33,108.75,11.88,1.92,49.8,1,8.727,High,Wheat
23.56,783.53,47.79,6.85,142.55,61.38,43.49,17.51,2.79,42.26,3,8.47,High,Soybean
27.61,883.22,81.35,6.47,137.69,48.81,62.32,14.37,1.71,49.78,3,8.938,High,Soybean
36.29,1001.39,56.43,6.56,85.39,56.4,81.87,20.42,0.75,68.44,2,7.825,Medium,Maize
19.57,1167.39,65.66,5.77,24.32,69.85,54.97,11.53,5.03,37.83,3,7.233,Low,Soybean
18.19,901.27,79.34,7.29,133.88,53.92,120.01,19.39,1.56,40.43,6,7.611,Medium,Barley
27.99,1085.67,57.74,5.58,113.9,37.56,115.26,15.48,3.23,47.61,5,8.24,High,Sugarcane
27.31,1391.51,64.31,5.61,97.33,58.94,66.66,15.06,4.63,41.58,5,7.516,Medium,Sugarcane
28.04,1014.39,64.75,6.79,150.56,42.03,124.6,12.21,2.58,16.29,0,7.425,Low,Rice
28.46,993.5,75.25,7.78,118.2,54.58,79.89,16.14,2.26,36.3,5,8.727,High,Sugarcane
25.66,444.33,73.86,6.22,67.23,86.86,144.73,22.34,3.84,55.31,7,8.095,Medium,Millet
35.94,200.0,61.7,7.06,42.74,54.59,83.62,17.9,5.18,66.56,5,5.851,Low,Sugarcane
17.39,1016.51,65.95,7.36,74.84,95.42,94.4,20.51,1.75,27.68,2,8.046,Medium,Maize
22.03,871.55,59.42,7.15,215.72,88.63,115.0,24.66,3.27,27.61,5,7.929,Medium,Sugarcane
26.38,745.57,42.84,6.25,148.91,48.41,111.94,19.06,0.9,45.45,0,8.964,High,Rice
17.14,973.06,68.86,5.63,127.54,37.78,92.77,15.76,2.91,13.87,1,6.736,Low,Wheat
25.94,881.88,93.38,4.73,112.73,58.95,76.47,19.87,3.55,38.33,6,7.081,Low,Barley
36.97,1238.33,51.74,6.29,110.1,83.07,92.85,15.82,2.22,18.96,2,6.507,Low,Maize
27.13,925.83,53.4,7.44,166.69,50.2,59.6,15.98,2.81,65.54,7,8.135,Medium,Millet
28.38,675.92,51.94,5.6,100.38,78.16,83.8,11.92,1.39,33.46,1,8.219,High,Wheat
19.44,1197.05,75.87,7.06,143.08,84.17,52.27,21.71,3.62,69.79,2,7.328,Low,Maize
23.3,834.86,71.73,5.74,106.06,44.52,35.48,16.46,5.08,61.7,4,8.247,High,Cotton
24.75,1057.96,62.62,6.58,197.61,46.48,81.26,18.73,1.85,35.31,3,8.297,High,Soybean
25.09,756.78,51.23,7.07,149.69,74.25,111.56,13.86,2.57,28.92,4,8.899,High,Cotton
34.69,705.05,66.39,5.97,169.82,63.04,103.15,19.74,4.25,42.1,5,8.398,High,Sugarcane
30.35,925.25,41.53,6.64,96.62,46.28,77.95,14.95,5.32,43.43,1,8.463,High,Wheat
20.33,903.85,67.15,6.17,162.33,52.96,123.67,17.43,1.26,50.19,5,9.149,High,Sugarcane
28.48,1043.95,78.07,7.06,107.5,58.59,65.77,21.51,3.25,33.35,3,8.858,High,Soybean
29.99,819.41,46.23,6.69,124.4,28.7,32.05,21.16,3.92,56.2,2,8.704,High,Maize
33.84,349.09,42.01,6.55,185.4,75.31,25.45,17.91,3.35,48.98,3,7.237,Low,Soybean
36.48,770.17,88.69,7.75,78.29,50.43,50.47,10.93,0.5,39.89,0,6.127,Low,Rice
20.91,1138.15,55.82,7.03,128.13,10.0,100.42,28.0,4.25,34.32,3,7.465,Medium,Soybean
22.13,810.79,82.04,5.95,137.52,59.52,64.13,24.98,5.78,42.23,0,7.454,Low,Rice
19.45,826.08,62.69,6.43,140.8,45.17,91.52,20.89,3.67,32.75,3,8.9,High,Soybean
25.6,1195.91,62.57,6.44,101.97,93.78,121.16,14.99,1.95,45.88,6,8.849,High,Barley
29.8,686.41,71.58,6.56,203.45,48.29,52.5,17.55,2.73,46.28,0,8.529,High,Rice
32.92,437.16,51.74,8.52,68.2,38.05,91.96,15.83,6.15,48.93,1,6.147,Low,Wheat
26.54,851.81,66.99,6.8,178.36,70.16,93.47,23.06,4.86,71.49,5,7.932,Medium,Sugarcane
25.08,754.75,59.28,4.87,168.6,46.79,58.48,19.05,4.46,43.01,7,8.26,High,Millet
27.91,610.13,45.19,6.07,196.04,44.41,113.86,14.86,4.03,60.07,5,8.27,High,Sugarcane
21.99,847.39,70.06,4.95,56.47,70.19,72.81,16.12,2.51,48.44,4,7.503,Medium,Cotton
39.54,1047.45,61.05,6.24,85.25,39.19,70.41,22.48,3.2,41.43,5,7.125,Low,Sugarcane
17.35,897.21,62.64,4.91,179.68,30.85,132.79,24.4,3.38,43.21,2,6.598,Low,Maize
28.11,992.09,46.85,5.8,44.92,94.52,93.07,24.11,4.32,44.12,6,8.489,High,Barley
39.14,1444.02,88.87,5.28,55.74,71.59,103.13,21.03,5.76,49.2,3,5.846,Low,Soybean
27.04,797.14,78.15,6.81,100.47,54.72,113.87,16.99,5.18,30.61,4,8.669,High,Cotton
25.86,983.5,79.46,6.5,127.68,59.93,63.74,8.0,1.37,23.02,2,7.165,Low,Maize
24.86,747.24,60.42,6.74,183.69,70.12,111.25,19.19,3.84,54.81,2,8.998,High,Maize
25.92,646.09,39.06,6.42,112.59,79.47,67.45,17.99,4.61,58.47,0,8.212,High,Rice
35.24,724.53,94.29,5.38,95.67,44.88,66.38,18.56,4.43,56.18,5,7.221,Low,Sugarcane
13.73,756.37,64.08,6.91,132.46,67.32,73.2,18.22,2.56,47.32,1,7.713,Medium,Wheat
36.2,1007.84,53.77,8.04,138.78,49.87,64.45,12.69,7.87,56.51,7,7.102,Low,Millet
18.46,1604.72,71.25,6.83,137.65,56.22,100.55,20.23,1.58,55.7,1,6.667,Low,Wheat
25.4,685.19,82.51,6.16,112.88,63.21,86.68,20.53,1.88,56.81,4,7.82,Medium,Cotton
24.42,775.01,64.65,5.36,41.8,59.87,67.72,20.73,3.85,32.11,6,8.419,High,Barley
30.53,881.06,84.18,5.77,83.3,74.71,96.86,21.79,6.68,28.55,1,7.792,Medium,Wheat
17.41,1018.74,81.24,6.86,176.81,69.74,73.12,20.42,2.25,39.17,3,7.562,Medium,Soybean
29.77,979.07,48.85,7.36,127.48,29.84,71.8,16.36,3.1,44.74,1,8.45,High,Wheat
39.15,1285.23,54.89,6.71,107.1,32.84,81.22,17.72,5.12,41.37,4,7.179,Low,Cotton
18.82,200.0,79.36,7.14,164.73,52.61,91.59,18.36,3.47,16.85,7,6.057,Low,Millet
28.14,200.0,24.31,7.07,74.8,96.57,89.75,18.43,3.0,70.83,1,6.397,Low,Wheat
23.03,751.24,62.76,6.91,110.99,42.97,70.92,21.99,4.35,40.89,3,8.314,High,Soybean
29.56,1229.19,43.54,5.97,125.51,55.84,101.18,20.57,3.91,47.59,0,8.691,High,Rice
27.11,430.31,57.85,6.64,102.34,49.27,74.44,26.31,5.05,63.67,6,7.119,Low,Barley
23.15,200.0,60.52,5.82,124.03,48.92,63.63,26.83,5.44,10.0,4,5.425,Low,Cotton
29.93,1071.35,59.63,6.51,112.49,63.56,43.3,18.32,3.96,37.32,0,8.432,High,Rice
37.83,973.1,56.72,6.76,64.03,88.02,104.58,8.0,3.94,39.19,0,6.991,Low,Rice
25.85,572.94,48.54,7.84,127.26,69.12,80.31,22.95,3.82,39.96,0,7.685,Medium,Rice
31.32,604.34,99.38,5.45,66.87,43.93,85.27,15.84,4.23,42.4,2,7.56,Medium,Maize
19.24,609.08,93.01,6.89,126.62,115.06,106.15,14.79,3.58,66.71,6,7.354,Low,Barley
21.26,933.16,47.57,7.68,174.97,61.57,68.06,16.41,3.5,55.1,7,7.715,Medium,Millet
29.83,712.11,88.73,7.11,108.76,48.46,45.64,16.21,5.29,59.37,5,7.875,Medium,Sugarcane
35.9,1048.22,59.01,7.17,73.14,88.24,81.74,20.45,5.77,45.71,6,8.205,High,Barley
29.13,200.0,66.94,6.97,114.92,50.62,87.7,11.76,1.24,24.01,2,6.343,Low,Maize
25.12,642.94,64.05,7.54,86.72,93.26,73.43,13.69,3.52,13.8,5,7.308,Low,Sugarcane
27.0,562.18,55.1,5.63,143.78,42.59,116.84,19.37,2.47,22.06,6,8.101,Medium,Barley
19.5,823.1,79.76,5.39,114.08,88.6,17.85,20.49,3.03,50.4,0,8.023,Medium,Rice
30.63,738.59,66.89,6.49,188.39,64.02,108.0,20.57,4.1,45.48,4,8.954,High,Cotton
32.29,1139.35,57.85,4.77,166.52,85.82,99.78,14.85,4.5,41.85,5,7.606,Medium,Sugarcane
24.29,342.2,45.43,7.48,113.88,98.04,91.42,14.09,3.33,39.47,3,6.877,Low,Soybean
24.18,913.65,51.6,7.48,148.62,37.35,15.0,15.97,0.63,75.18,3,7.834,Medium,Soybean
28.6,1067.5,40.38,6.15,104.27,85.52,112.1,18.96,2.05,32.66,1,9.082,High,Wheat
24.38,1456.99,65.18,6.2,121.36,31.82,54.34,23.94,4.84,58.92,5,8.059,Medium,Sugarcane
26.6,755.47,47.05,6.44,105.54,39.06,67.31,9.81,0.5,45.03,4,8.176,High,Cotton
39.6,997.34,61.02,6.54,150.66,43.93,75.74,17.12,5.28,44.09,7,7.778,Medium,Millet
25.52,358.84,85.55,6.6,177.32,70.07,90.19,12.67,4.28,62.65,2,7.037,Low,Maize
24.85,200.0,82.99,6.95,151.95,60.66,95.99,11.39,5.47,66.94,0,5.955,Low,Rice
23.11,1153.43,64.52,6.36,156.88,56.66,102.32,21.87,3.2,41.41,1,8.632,High,Wheat
31.47,898.33,63.69,7.25,156.92,62.92,100.4,20.18,0.5,56.99,3,9.426,High,Soybean
25.91,1253.55,93.2,6.86,142.05,71.83,86.32,19.8,4.15,50.46,2,8.657,High,Maize
23.1,487.98,72.81,6.01,74.43,73.36,90.4,21.68,5.41,45.11,2,8.34,High,Maize
34.93,1055.97,60.08,7.57,188.04,81.88,52.73,16.08,4.89,48.06,0,8.069,Medium,Rice
35.52,1460.65,43.61,5.41,192.18,96.4,61.22,16.27,2.51,34.68,7,6.798,Low,Millet
23.4,1025.91,70.91,6.43,110.64,59.57,102.39,26.74,3.63,40.41,7,7.298,Low,Millet
15.8,982.97,77.44,7.27,105.17,49.58,100.93,17.01,2.7,36.29,5,7.806,Medium,Sugarcane
33.05,902.57,55.53,5.92,144.5,72.27,98.09,20.94,2.27,58.52,3,8.139,High,Soybean
22.89,428.74,69.37,6.75,142.03,37.11,67.14,18.03,4.93,43.57,7,7.778,Medium,Millet
31.74,1306.67,59.55,6.93,111.92,46.43,102.76,10.61,1.7,25.53,4,6.963,Low,Cotton
15.18,716.74,62.24,5.81,70.0,79.99,50.97,9.82,2.16,34.15,7,6.48,Low,Millet
32.36,1051.34,27.68,6.44,132.23,57.52,106.93,15.68,1.84,10.0,2,7.084,Low,Maize
19.73,431.09,61.67,6.37,142.06,35.84,73.48,22.22,1.26,37.58,0,7.327,Low,Rice
31.38,546.16,79.54,6.06,149.03,30.2,122.1,21.15,3.72,45.56,4,7.897,Medium,Cotton
27.09,1330.53,55.53,8.34,133.97,60.97,41.96,21.66,5.24,42.96,5,7.252,Low,Sugarcane
21.28,795.81,65.79,5.89,109.16,82.84,124.09,14.05,3.22,74.7,3,7.306,Low,Soybean
24.56,1335.98,53.66,7.3,159.76,82.57,70.96,24.46,1.24,53.62,5,7.453,Low,Sugarcane
31.12,876.53,70.41,6.19,122.63,62.22,70.51,14.14,4.76,52.96,2,8.224,High,Maize
27.64,347.43,61.75,5.63,101.4,100.18,84.87,18.85,6.03,20.35,4,7.193,Low,Cotton
30.51,1167.62,50.91,6.58,112.77,57.9,62.57,17.96,2.53,39.53,4,8.532,High,Cotton
38.86,723.03,84.99,7.02,50.16,57.23,78.19,17.3,2.78,37.7,4,6.67,Low,Cotton
17.61,1109.61,78.93,7.24,112.71,10.0,61.56,23.35,4.27,33.21,2,6.612,Low,Maize
36.7,907.56,55.93,7.75,147.54,51.05,62.47,15.18,5.93,33.0,2,7.504,Medium,Maize
27.63,437.06,72.47,8.86,133.59,77.04,92.17,12.6,2.72,17.88,5,5.805,Low,Sugarcane
21.61,949.29,73.06,6.7,180.83,91.28,57.46,18.08,1.5,25.86,1,9.181,High,Wheat
19.02,1558.87,74.63,5.97,109.48,43.4,60.8,16.4,4.45,58.11,5,7.079,Low,Sugarcane
25.87,1047.9,39.59,6.86,139.49,69.25,45.68,28.0,4.7,42.86,3,7.571,Medium,Soybean
32.53,882.74,80.1,6.29,151.71,80.94,67.4,20.71,3.51,37.4,0,8.3,High,Rice
26.23,1222.6,56.45,7.24,213.71,60.22,112.79,16.36,2.66,44.92,4,8.762,High,Cotton
36.07,963.2,59.63,5.46,125.79,14.33,58.85,13.78,4.99,62.51,1,6.555,Low,Wheat
18.29,962.86,100.0,8.39,78.23,64.95,61.71,10.48,4.29,45.06,0,5.399,Low,Rice
26.93,572.51,69.53,7.18,153.92,75.23,84.85,13.9,2.35,53.11,1,8.165,High,Wheat
19.49,970.15,59.21,5.15,194.63,41.05,70.73,18.46,3.57,32.3,7,7.692,Medium,Millet
29.18,1210.63,31.92,5.93,107.1,54.92,135.7,23.71,1.47,35.72,7,7.66,Medium,Millet
32.32,649.18,85.85,7.15,153.64,36.89,75.94,22.49,4.53,50.31,6,7.533,Medium,Barley
24.48,1327.35,44.82,7.44,169.15,10.0,88.38,18.92,3.11,73.39,7,7.509,Medium,Millet
11.37,872.49,49.95,5.48,160.68,80.54,103.59,16.71,2.85,66.45,5,6.274,Low,Sugarcane
28.19,633.67,60.03,7.07,125.02,59.93,103.11,19.08,3.45,53.74,7,8.271,High,Millet
29.62,1199.29,86.25,4.94,92.06,91.95,85.83,15.93,3.56,47.27,2,7.871,Medium,Maize
29.43,813.96,76.6,6.43,116.75,77.15,75.97,24.87,4.84,66.02,4,7.621,Medium,Cotton
34.41,1127.85,62.63,7.39,138.34,52.92,130.6,17.24,4.39,56.92,5,7.533,Medium,Sugarcane
20.57,812.47,69.62,6.06,156.33,58.34,77.51,17.65,3.27,10.6,0,7.858,Medium,Rice
31.08,882.05,55.99,5.29,133.36,71.32,68.96,9.14,4.65,29.19,6,6.987,Low,Barley
34.16,1048.07,67.09,6.62,104.8,79.34,63.85,17.22,4.1,50.07,6,8.394,High,Barley
16.33,987.27,66.1,6.02,142.22,66.45,36.83,21.35,2.86,18.2,6,6.879,Low,Barley
28.92,301.34,79.53,7.0,154.4,82.11,100.54,13.73,3.31,31.54,0,7.193,Low,Rice
23.97,563.63,79.51,5.79,135.18,54.07,21.3,15.0,3.28,34.5,0,7.084,Low,Rice
26.51,1178.82,72.41,5.88,86.55,40.06,79.86,21.17,4.26,41.16,0,8.391,High,Rice
29.09,860.36,59.56,4.88,112.74,58.7,74.88,12.09,2.95,40.69,0,7.381,Low,Rice
24.08,742.88,76.13,6.64,157.91,64.1,136.0,22.23,2.91,40.66,6,8.774,High,Barley
22.95,492.43,63.62,6.37,64.68,35.97,34.21,15.87,6.45,57.38,6,7.552,Medium,Barley
27.2,576.08,48.77,5.55,36.27,33.27,57.47,16.45,4.91,41.02,1,7.784,Medium,Wheat
20.48,293.46,58.95,6.66,180.32,68.95,76.6,13.5,2.36,39.23,5,7.233,Low,Sugarcane
20.49,869.62,66.27,7.32,140.46,51.87,75.06,19.51,4.36,24.76,4,8.02,Medium,Cotton
31.08,720.47,78.65,6.33,144.27,56.68,66.26,27.84,3.68,60.37,7,7.269,Low,Millet
20.11,610.02,62.25,6.71,76.93,52.81,77.98,21.13,4.09,34.93,7,8.263,High,Millet
31.0,879.56,46.86,6.72,149.5,90.41,48.51,14.54,3.71,28.69,2,7.741,Medium,Maize
29.78,1009.19,65.85,5.54,131.01,85.24,88.93,22.54,5.28,48.2,6,8.429,High,Barley
16.65,1527.96,66.7,8.15,56.63,35.25,21.96,16.73,4.02,33.5,2,5.874,Low,Maize
22.93,446.43,67.79,6.12,176.97,49.34,79.36,23.5,3.41,37.11,5,7.856,Medium,Sugarcane
34.16,1247.81,78.8,7.02,126.35,77.0,64.99,21.23,5.06,48.88,5,7.333,Low,Sugarcane
21.11,1191.93,80.28,7.12,104.16,72.04,105.41,8.0,3.85,40.1,2,6.913,Low,Maize
24.21,666.27,56.09,6.39,104.88,59.17,123.88,13.98,3.68,79.67,6,7.466,Medium,Barley
29.77,960.97,55.76,6.99,39.39,37.25,71.72,21.78,3.97,43.88,2,8.67,High,Maize
31.7,762.71,49.4,6.7,143.73,46.35,114.77,18.61,3.36,54.27,7,8.381,High,Millet
25.49,955.71,75.48,5.37,130.47,49.66,72.1,13.9,3.51,15.87,1,7.743,Medium,Wheat
23.41,1352.74,86.73,6.23,112.24,65.54,55.85,15.47,2.62,32.09,7,7.674,Medium,Millet
35.53,1081.68,60.27,6.01,171.14,94.07,123.65,10.38,2.37,28.7,3,8.306,High,Soybean
37.43,1052.58,61.38,6.13,64.65,46.26,93.02,17.65,2.0,30.68,6,7.705,Medium,Barley
32.87,770.91,87.0,5.46,96.13,39.48,80.11,26.84,1.41,51.23,6,6.733,Low,Barley
27.51,454.78,72.58,7.4,86.0,57.83,97.18,21.22,2.18,60.53,4,7.099,Low,Cotton
22.15,837.46,71.54,7.78,108.85,80.63,86.86,26.76,3.24,50.17,0,7.418,Low,Rice
22.02,1261.98,47.14,7.28,122.7,31.06,78.27,21.53,3.65,41.6,3,7.518,Medium,Soybean
30.14,441.85,75.18,7.52,137.2,89.07,46.84,22.11,3.09,35.54,5,6.71,Low,Sugarcane
29.51,583.47,51.06,6.22,106.12,56.56,73.24,25.9,0.5,61.7,6,7.195,Low,Barley
35.41,937.88,47.99,5.99,84.91,45.31,95.58,19.51,5.86,76.07,2,7.382,Low,Maize
30.9,604.6,59.8,5.88,187.44,28.0,76.93,17.25,5.13,47.03,3,8.228,High,Soybean
17.98,662.24,56.21,7.02,216.47,74.13,102.56,22.13,4.17,59.09,4,8.038,Medium,Cotton
33.31,772.92,61.68,6.68,125.73,56.58,89.59,23.82,6.36,50.15,5,7.6,Medium,Sugarcane
21.01,490.31,43.39,6.44,89.73,63.41,58.05,16.08,2.03,56.33,0,7.72,Medium,Rice
24.7,607.76,79.38,7.54,179.02,41.98,47.02,15.11,6.33,27.53,0,8.024,Medium,Rice
28.5,1111.03,81.92,6.82,62.13,53.62,76.07,18.56,2.05,37.68,4,8.874,High,Cotton
38.97,507.79,35.79,5.83,106.61,50.27,66.89,21.33,3.86,50.93,4,5.821,Low,Cotton
45.0,420.64,79.68,5.96,92.16,57.99,88.41,21.19,1.59,63.19,2,5.898,Low,Maize
30.64,710.99,52.84,7.05,73.62,46.61,62.05,12.3,3.52,32.73,6,7.594,Medium,Barley
25.9,1119.59,77.85,7.33,108.8,29.32,64.62,25.65,4.08,14.5,0,6.514,Low,Rice
30.21,840.92,63.97,6.94,85.43,114.57,106.33,15.44,3.27,37.53,5,8.86,High,Sugarcane
32.33,760.63,65.43,8.02,120.51,32.73,83.71,16.94,4.57,60.15,3,7.337,Low,Soybean
25.08,913.31,62.22,7.81,121.09,63.63,62.43,14.39,3.65,21.24,5,8.135,Medium,Sugarcane
37.77,376.29,83.18,6.85,95.15,24.56,80.44,28.0,2.72,27.35,1,5.601,Low,Wheat
28.38,1048.41,46.41,5.83,105.18,20.06,114.47,18.97,2.65,47.34,1,8.183,High,Wheat
29.99,1015.03,74.12,5.45,110.77,61.96,87.34,14.6,4.72,43.26,4,8.127,Medium,Cotton
31.0,777.21,81.52,6.19,152.39,63.49,94.82,21.46,2.52,53.92,2,8.413,High,Maize
29.53,1201.78,75.75,7.1,114.06,85.23,61.19,21.08,4.87,26.57,1,7.976,Medium,Wheat
32.03,561.75,99.87,7.96,152.99,67.99,105.66,17.25,5.33,40.13,0,7.622,Medium,Rice
23.3,1238.37,57.07,6.83,143.43,57.0,137.95,21.36,1.0,62.93,5,8.336,High,Sugarcane
23.65,946.35,79.36,7.43,142.86,41.01,60.21,14.7,5.2,27.11,5,8.006,Medium,Sugarcane
20.4,799.03,63.41,6.3,175.51,89.98,50.45,16.03,6.59,67.15,4,8.114,Medium,Cotton
